epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
70,3690.49,0.61833,2.48358,0.14304,0.66402,1.02175,0.80825,0.3418,0.35439,0.27745,0.60616,0.2361,0.21488,0.12979,1.0428,5.24069,0.04521,2.13676,1.3653,0.00045285,0.00045285,0.00045285
71,3741.6,0.60307,2.37569,0.13773,0.64525,1.00325,0.83699,0.33779,0.35893,0.28063,0.65204,0.24555,0.21826,0.12644,1.02888,5.22287,0.0542,2.14635,1.34923,0.000438703,0.000438703,0.000438703
72,3793,0.61751,2.48989,0.14309,0.67486,1.02244,0.83304,0.34217,0.3644,0.28499,0.63004,0.24862,0.22692,0.13319,1.04081,5.20074,0.05192,2.22422,1.35078,0.000424556,0.000424556,0.000424556
73,3844.46,0.6321,2.5092,0.13859,0.6715,1.02782,0.84712,0.33995,0.38051,0.29822,0.6762,0.25084,0.23885,0.14087,0.99912,5.10684,0.05766,2.1215,1.31199,0.000410409,0.000410409,0.000410409
74,3895.74,0.60556,2.41612,0.13656,0.61877,1.00793,0.80758,0.34166,0.37788,0.29647,0.61792,0.23881,0.22481,0.13682,0.98277,5.19718,0.04986,2.15612,1.29028,0.000396262,0.000396262,0.000396262
75,3946.88,0.60722,2.46317,0.14206,0.65473,1.0164,0.83623,0.33539,0.36819,0.29112,0.65037,0.24222,0.22513,0.1351,1.04342,5.22552,0.04987,2.25624,1.34876,0.000382115,0.000382115,0.000382115
76,3998.03,0.59736,2.35981,0.13879,0.63571,1.00038,0.83138,0.34307,0.36917,0.2887,0.66062,0.23724,0.21794,0.13198,1.01693,5.16302,0.04976,2.08356,1.32968,0.000367967,0.000367967,0.000367967
77,4049.31,0.59072,2.3243,0.13477,0.62288,0.99579,0.80891,0.34394,0.35948,0.28383,0.64122,0.24885,0.22652,0.1348,1.05886,5.17255,0.06146,2.24032,1.36769,0.00035382,0.00035382,0.00035382
78,4100.67,0.60134,2.396,0.14061,0.64611,1.01118,0.80915,0.33936,0.36064,0.28369,0.63775,0.2461,0.22144,0.13452,1.06015,5.26512,0.07049,2.22148,1.37907,0.000339673,0.000339673,0.000339673
79,4151.93,0.59828,2.38207,0.13921,0.63812,1.00403,0.83804,0.33729,0.35979,0.28318,0.6609,0.23903,0.22447,0.13531,1.02788,5.20958,0.06541,2.30492,1.34766,0.000325526,0.000325526,0.000325526
80,4202.85,0.5878,2.25149,0.13616,0.60912,0.99731,0.82669,0.34465,0.36249,0.28433,0.68741,0.23579,0.22759,0.13536,1.07072,5.25611,0.07195,2.29657,1.37854,0.000311379,0.000311379,0.000311379
81,4253.6,0.56953,2.24576,0.13235,0.57905,0.97882,0.84525,0.33379,0.3601,0.28527,0.65065,0.24436,0.22285,0.13695,1.03544,5.13646,0.06207,2.26539,1.33332,0.000297232,0.000297232,0.000297232
82,4305.01,0.59505,2.3881,0.14085,0.63355,1.00743,0.84725,0.33474,0.35641,0.28055,0.6419,0.24891,0.22519,0.1342,1.10159,5.29086,0.06828,2.37934,1.40797,0.000283085,0.000283085,0.000283085
83,4356.27,0.5871,2.27005,0.1319,0.60896,0.99702,0.8512,0.33178,0.36647,0.29022,0.67205,0.24827,0.23304,0.14022,1.08993,5.27322,0.05987,2.3304,1.41214,0.000268938,0.000268938,0.000268938
84,4407.52,0.5733,2.25973,0.135,0.60965,0.99151,0.84926,0.33777,0.36749,0.28974,0.65791,0.24511,0.22982,0.14114,1.03572,5.18292,0.05531,2.31038,1.34995,0.000254791,0.000254791,0.000254791
85,4458.68,0.58233,2.29883,0.13564,0.63499,1.00629,0.81984,0.33994,0.36587,0.28629,0.66761,0.24268,0.23324,0.1395,1.03789,5.15548,0.06202,2.29106,1.35154,0.000240644,0.000240644,0.000240644
86,4510.59,0.58174,2.32439,0.1338,0.60499,1.00855,0.84495,0.33866,0.36625,0.28736,0.66005,0.25154,0.23836,0.14064,1.03687,5.152,0.06478,2.20906,1.35579,0.000226497,0.000226497,0.000226497
87,4561.52,0.56575,2.212,0.13162,0.59377,0.98764,0.85677,0.33381,0.36456,0.28736,0.69004,0.24157,0.23481,0.14066,1.02318,5.12717,0.06448,2.21997,1.34449,0.000212349,0.000212349,0.000212349
88,4613.47,0.58457,2.33365,0.13781,0.6373,1.01437,0.86103,0.3338,0.36292,0.28479,0.67037,0.24363,0.22487,0.13674,1.05212,5.21525,0.05701,2.25609,1.37012,0.000198202,0.000198202,0.000198202
89,4664.84,0.57877,2.27584,0.13627,0.62274,1.00174,0.84546,0.33444,0.35922,0.28263,0.64643,0.2433,0.2259,0.13765,1.02781,5.20687,0.05963,2.2601,1.33266,0.000184055,0.000184055,0.000184055
90,4716.43,0.58122,2.30299,0.13563,0.61431,1.00487,0.85681,0.33624,0.36074,0.28253,0.65482,0.24595,0.22554,0.13678,1.04647,5.23832,0.05817,2.23775,1.35647,0.000169908,0.000169908,0.000169908
91,4767.66,0.46191,1.54184,0.04023,0.44742,0.90392,0.84346,0.33731,0.36502,0.28379,0.66873,0.24375,0.22536,0.13547,1.03258,5.2469,0.04574,2.23418,1.34768,0.000155761,0.000155761,0.000155761
92,4817.79,0.45611,1.49971,0.03721,0.42881,0.90344,0.85196,0.33434,0.36689,0.28597,0.67142,0.24395,0.22547,0.13518,1.03933,5.27034,0.04188,2.19276,1.34445,0.000141614,0.000141614,0.000141614
